1;good label?;;;;;
D:\dataset\v6\input\ROI_0109_02_04__S2B_MSIL2A_20180414T152639_R025_T17LQL_20201012T222252.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_03_03__S2B_MSIL2A_20180424T152639_R025_T17LQL_20201013T021728.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_03_04__S2B_MSIL2A_20180424T152639_R025_T17LQL_20201013T021728.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_04_04__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;0;;;;;
D:\dataset\v6\input\ROI_0109_05_03__S2B_MSIL2A_20190320T152639_R025_T17LQL_20201007T084617.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_05_04__S2B_MSIL2A_20190320T152639_R025_T17LQL_20201007T084617.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_06_04__S2B_MSIL2A_20190409T152649_R025_T17LQL_20201007T001339.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_07_03__S2B_MSIL2A_20190509T152649_R025_T17LQL_20201006T120906.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_07_04__S2B_MSIL2A_20190509T152649_R025_T17LQL_20201006T120906.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_08_03__S2A_MSIL2A_20190514T152641_R025_T17LQL_20201006T140024.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_08_04__S2A_MSIL2A_20190514T152641_R025_T17LQL_20201006T140024.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_09_03__S2B_MSIL2A_20191016T152639_R025_T17LQL_20201004T030608.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_09_04__S2B_MSIL2A_20191016T152639_R025_T17LQL_20201004T030608.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_10_03__S2B_MSIL2A_20200423T152639_R025_T17LQL_20200921T202135.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_10_04__S2B_MSIL2A_20200423T152639_R025_T17LQL_20200921T202135.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_11_03__S2A_MSIL2A_20200428T152641_R025_T17LQL_20200922T104832.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_11_04__S2A_MSIL2A_20200428T152641_R025_T17LQL_20200922T104832.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_12_03__S2B_MSIL2A_20200513T152639_R025_T17LQL_20200918T023339.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_12_04__S2B_MSIL2A_20200513T152639_R025_T17LQL_20200918T023339.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_13_03__S2A_MSIL2A_20200518T152641_R025_T17LQL_20200910T023336.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_13_04__S2A_MSIL2A_20200518T152641_R025_T17LQL_20200910T023336.tif;0;;;;;
D:\dataset\v6\input\ROI_0109_14_04__S2B_MSIL2A_20220324T152639_R025_T17LQL_20220325T041635.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_01_01__S2A_MSIL2A_20180916T152641_R025_T17LQL_20201009T014004.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_02_01__S2B_MSIL2A_20180921T152629_R025_T17LQL_20201009T033413.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_02_02__S2B_MSIL2A_20180921T152629_R025_T17LQL_20201009T033413.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_02_03__S2B_MSIL2A_20180921T152629_R025_T17LQL_20201009T033413.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_02_04__S2B_MSIL2A_20180921T152629_R025_T17LQL_20201009T033413.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_03_01__S2B_MSIL2A_20181021T152639_R025_T17LQL_20201009T135912.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_03_02__S2B_MSIL2A_20181021T152639_R025_T17LQL_20201009T135912.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_03_03__S2B_MSIL2A_20181021T152639_R025_T17LQL_20201009T135912.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_04_03__S2B_MSIL2A_20181210T152629_R025_T17LQL_20201008T090346.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_05_01__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_05_02__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_05_03__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_06_01__S2B_MSIL2A_20190320T152639_R025_T17LQL_20201007T084617.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_06_02__S2B_MSIL2A_20190320T152639_R025_T17LQL_20201007T084617.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_06_03__S2B_MSIL2A_20190320T152639_R025_T17LQL_20201007T084617.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_06_04__S2B_MSIL2A_20190320T152639_R025_T17LQL_20201007T084617.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_07_01__S2A_MSIL2A_20190404T152641_R025_T17LQL_20201006T220352.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_07_02__S2A_MSIL2A_20190404T152641_R025_T17LQL_20201006T220352.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_07_04__S2A_MSIL2A_20190404T152641_R025_T17LQL_20201006T220352.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_08_01__S2B_MSIL2A_20190509T152649_R025_T17LQL_20201006T120906.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_08_02__S2B_MSIL2A_20190509T152649_R025_T17LQL_20201006T120906.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_08_03__S2B_MSIL2A_20190509T152649_R025_T17LQL_20201006T120906.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_09_02__S2B_MSIL2A_20190916T152639_R025_T17LQL_20201004T135730.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_09_03__S2B_MSIL2A_20190916T152639_R025_T17LQL_20201004T135730.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_09_04__S2B_MSIL2A_20190916T152639_R025_T17LQL_20201004T135730.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_10_01__S2B_MSIL2A_20191225T152639_R025_T17LQL_20201003T093535.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_10_04__S2B_MSIL2A_20191225T152639_R025_T17LQL_20201003T093535.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_11_01__S2A_MSIL2A_20200418T152641_R025_T17LQL_20200924T004526.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_11_02__S2A_MSIL2A_20200418T152641_R025_T17LQL_20200924T004526.tif;0;;;;;
D:\dataset\v6\input\ROI_0110_11_03__S2A_MSIL2A_20200418T152641_R025_T17LQL_20200924T004526.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_12_01__S2B_MSIL2A_20220123T152639_R025_T17LQL_20220124T081054.tif;1;;;;;
D:\dataset\v6\input\ROI_0110_12_02__S2B_MSIL2A_20220123T152639_R025_T17LQL_20220124T081054.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_02_04__S2A_MSIL2A_20180208T152641_R025_T17LQL_20201013T201715.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_03_03__S2A_MSIL2A_20180429T152641_R025_T17LQL_20201013T040824.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_03_04__S2A_MSIL2A_20180429T152641_R025_T17LQL_20201013T040824.tif;0;;;;;
D:\dataset\v6\input\ROI_0111_05_04__S2A_MSIL2A_20190305T152631_R025_T17LQL_20201030T161015.tif;0;;;;;
D:\dataset\v6\input\ROI_0111_06_04__S2A_MSIL2A_20190822T152641_R025_T17LQL_20201005T032715.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_07_03__S2A_MSIL2A_20200309T152641_R025_T17LQL_20201020T013301.tif;0;;;;;
D:\dataset\v6\input\ROI_0111_07_04__S2A_MSIL2A_20200309T152641_R025_T17LQL_20201020T013301.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_08_03__S2A_MSIL2A_20200428T152641_R025_T17LQL_20200922T104832.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_08_04__S2A_MSIL2A_20200428T152641_R025_T17LQL_20200922T104832.tif;0;;;;;
D:\dataset\v6\input\ROI_0111_09_04__S2B_MSIL2A_20201010T152639_R025_T17LQL_20201028T132632.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_10_04__S2A_MSIL2A_20210123T152641_R025_T17LQL_20210124T074126.tif;0;;;;;
D:\dataset\v6\input\ROI_0111_11_03__S2B_MSIL2A_20210217T152639_R025_T17LQL_20210219T091619.tif;0;;;;;
D:\dataset\v6\input\ROI_0111_11_04__S2B_MSIL2A_20210217T152639_R025_T17LQL_20210219T091619.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_12_04__S2B_MSIL2A_20210227T152639_R025_T17LQL_20210228T024203.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_13_04__S2A_MSIL2A_20210403T152641_R025_T17LQL_20210404T135846.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_14_03__S2B_MSIL2A_20210727T152639_R025_T17LQL_20210728T031810.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_14_04__S2B_MSIL2A_20210727T152639_R025_T17LQL_20210728T031810.tif;1;;;;;
D:\dataset\v6\input\ROI_0111_15_04__S2B_MSIL2A_20220123T152639_R025_T17LQL_20220124T081054.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_01_01__S2A_MSIL2A_20180926T152641_R025_T17LQL_20201009T050500.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_01_02__S2A_MSIL2A_20180926T152641_R025_T17LQL_20201009T050500.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_01_04__S2A_MSIL2A_20180926T152641_R025_T17LQL_20201009T050500.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_02_02__S2B_MSIL2A_20190119T152639_R025_T17LQL_20201008T025853.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_02_03__S2B_MSIL2A_20190119T152639_R025_T17LQL_20201008T025853.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_02_04__S2B_MSIL2A_20190119T152639_R025_T17LQL_20201008T025853.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_03_03__S2A_MSIL2A_20190213T152641_R025_T17LQL_20201030T011722.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_03_04__S2A_MSIL2A_20190213T152641_R025_T17LQL_20201030T011722.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_04_02__S2A_MSIL2A_20190305T152631_R025_T17LQL_20201030T161015.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_04_03__S2A_MSIL2A_20190305T152631_R025_T17LQL_20201030T161015.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_04_04__S2A_MSIL2A_20190305T152631_R025_T17LQL_20201030T161015.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_05_01__S2B_MSIL2A_20190310T152639_R025_T17LQL_20201007T052014.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_05_02__S2B_MSIL2A_20190310T152639_R025_T17LQL_20201007T052014.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_05_03__S2B_MSIL2A_20190310T152639_R025_T17LQL_20201007T052014.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_05_04__S2B_MSIL2A_20190310T152639_R025_T17LQL_20201007T052014.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_06_01__S2A_MSIL2A_20190414T152641_R025_T17LQL_20201007T015918.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_06_02__S2A_MSIL2A_20190414T152641_R025_T17LQL_20201007T015918.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_06_03__S2A_MSIL2A_20190414T152641_R025_T17LQL_20201007T015918.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_06_04__S2A_MSIL2A_20190414T152641_R025_T17LQL_20201007T015918.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_07_02__S2A_MSIL2A_20190504T152641_R025_T17LQL_20201006T095337.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_07_03__S2A_MSIL2A_20190504T152641_R025_T17LQL_20201006T095337.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_07_04__S2A_MSIL2A_20190504T152641_R025_T17LQL_20201006T095337.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_08_01__S2B_MSIL2A_20190608T152649_R025_T17LQL_20201005T234826.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_08_02__S2B_MSIL2A_20190608T152649_R025_T17LQL_20201005T234826.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_08_03__S2B_MSIL2A_20190608T152649_R025_T17LQL_20201005T234826.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_08_04__S2B_MSIL2A_20190608T152649_R025_T17LQL_20201005T234826.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_09_01__S2A_MSIL2A_20200309T152641_R025_T17LQL_20201020T013301.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_09_03__S2A_MSIL2A_20200309T152641_R025_T17LQL_20201020T013301.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_09_04__S2A_MSIL2A_20200309T152641_R025_T17LQL_20201020T013301.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_10_01__S2A_MSIL2A_20200319T152641_R025_T17LQL_20201012T163756.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_10_03__S2A_MSIL2A_20200319T152641_R025_T17LQL_20201012T163756.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_10_04__S2A_MSIL2A_20200319T152641_R025_T17LQL_20201012T163756.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_11_02__S2B_MSIL2A_20200423T152639_R025_T17LQL_20200921T202135.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_11_04__S2B_MSIL2A_20200423T152639_R025_T17LQL_20200921T202135.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_12_01__S2B_MSIL2A_20200523T152639_R025_T17LQL_20200910T175806.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_12_02__S2B_MSIL2A_20200523T152639_R025_T17LQL_20200910T175806.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_12_03__S2B_MSIL2A_20200523T152639_R025_T17LQL_20200910T175806.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_12_04__S2B_MSIL2A_20200523T152639_R025_T17LQL_20200910T175806.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_13_01__S2A_MSIL2A_20200925T152641_R025_T17LQL_20200926T221619.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_13_04__S2A_MSIL2A_20200925T152641_R025_T17LQL_20200926T221619.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_14_04__S2B_MSIL2A_20201010T152639_R025_T17LQL_20201028T132632.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_15_02__S2A_MSIL2A_20210202T152641_R025_T17LQL_20210207T104606.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_15_03__S2A_MSIL2A_20210202T152641_R025_T17LQL_20210207T104606.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_15_04__S2A_MSIL2A_20210202T152641_R025_T17LQL_20210207T104606.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_16_01__S2A_MSIL2A_20210503T152641_R025_T17LQL_20210504T161358.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_16_02__S2A_MSIL2A_20210503T152641_R025_T17LQL_20210504T161358.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_16_03__S2A_MSIL2A_20210503T152641_R025_T17LQL_20210504T161358.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_16_04__S2A_MSIL2A_20210503T152641_R025_T17LQL_20210504T161358.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_17_01__S2B_MSIL2A_20210925T152639_R025_T17LQL_20210926T182354.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_17_02__S2B_MSIL2A_20210925T152639_R025_T17LQL_20210926T182354.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_17_03__S2B_MSIL2A_20210925T152639_R025_T17LQL_20210926T182354.tif;0;;;;;
D:\dataset\v6\input\ROI_0112_17_04__S2B_MSIL2A_20210925T152639_R025_T17LQL_20210926T182354.tif;1;;;;;
D:\dataset\v6\input\ROI_0112_18_04__S2B_MSIL2A_20220222T152639_R025_T17LQL_20220228T163958.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_01_03__S2B_MSIL2A_20180921T152629_R025_T17LQL_20201009T033413.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_01_04__S2B_MSIL2A_20180921T152629_R025_T17LQL_20201009T033413.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_02_01__S2A_MSIL2A_20181006T152641_R025_T17LQL_20201009T084312.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_02_02__S2A_MSIL2A_20181006T152641_R025_T17LQL_20201009T084312.tif;0;;;;;
D:\dataset\v6\input\ROI_0113_02_03__S2A_MSIL2A_20181006T152641_R025_T17LQL_20201009T084312.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_02_04__S2A_MSIL2A_20181006T152641_R025_T17LQL_20201009T084312.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_03_02__S2B_MSIL2A_20181210T152629_R025_T17LQL_20201008T090346.tif;0;;;;;
D:\dataset\v6\input\ROI_0113_03_04__S2B_MSIL2A_20181210T152629_R025_T17LQL_20201008T090346.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_04_02__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_04_03__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_04_04__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_05_01__S2A_MSIL2A_20190305T152631_R025_T17LQL_20201030T161015.tif;0;;;;;
D:\dataset\v6\input\ROI_0113_05_02__S2A_MSIL2A_20190305T152631_R025_T17LQL_20201030T161015.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_05_03__S2A_MSIL2A_20190305T152631_R025_T17LQL_20201030T161015.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_05_04__S2A_MSIL2A_20190305T152631_R025_T17LQL_20201030T161015.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_06_01__S2A_MSIL2A_20190514T152641_R025_T17LQL_20201006T140024.tif;0;;;;;
D:\dataset\v6\input\ROI_0113_06_02__S2A_MSIL2A_20190514T152641_R025_T17LQL_20201006T140024.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_06_03__S2A_MSIL2A_20190514T152641_R025_T17LQL_20201006T140024.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_06_04__S2A_MSIL2A_20190514T152641_R025_T17LQL_20201006T140024.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_07_02__S2B_MSIL2A_20191105T152639_R025_T17LQL_20201003T133004.tif;0;;;;;
D:\dataset\v6\input\ROI_0113_07_04__S2B_MSIL2A_20191105T152639_R025_T17LQL_20201003T133004.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_08_01__S2B_MSIL2A_20200114T152639_R025_T17LQL_20201002T184350.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_08_03__S2B_MSIL2A_20200114T152639_R025_T17LQL_20201002T184350.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_08_04__S2B_MSIL2A_20200114T152639_R025_T17LQL_20201002T184350.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_09_01__S2B_MSIL2A_20200324T152639_R025_T17LQL_20201018T190627.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_09_02__S2B_MSIL2A_20200324T152639_R025_T17LQL_20201018T190627.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_09_03__S2B_MSIL2A_20200324T152639_R025_T17LQL_20201018T190627.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_09_04__S2B_MSIL2A_20200324T152639_R025_T17LQL_20201018T190627.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_10_03__S2A_MSIL2A_20210113T152641_R025_T17LQL_20210115T055455.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_11_01__S2B_MSIL2A_20210227T152639_R025_T17LQL_20210228T024203.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_11_02__S2B_MSIL2A_20210227T152639_R025_T17LQL_20210228T024203.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_11_03__S2B_MSIL2A_20210227T152639_R025_T17LQL_20210228T024203.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_11_04__S2B_MSIL2A_20210227T152639_R025_T17LQL_20210228T024203.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_12_02__S2B_MSIL2A_20210418T152639_R025_T17LQL_20210421T191320.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_12_03__S2B_MSIL2A_20210418T152639_R025_T17LQL_20210421T191320.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_12_04__S2B_MSIL2A_20210418T152639_R025_T17LQL_20210421T191320.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_13_01__S2B_MSIL2A_20210508T152639_R025_T17LQL_20210509T121250.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_13_02__S2B_MSIL2A_20210508T152639_R025_T17LQL_20210509T121250.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_13_03__S2B_MSIL2A_20210508T152639_R025_T17LQL_20210509T121250.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_13_04__S2B_MSIL2A_20210508T152639_R025_T17LQL_20210509T121250.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_14_01__S2A_MSIL2A_20210930T152641_R025_T17LQL_20211002T011525.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_15_03__S2A_MSIL2A_20211129T152641_R025_T17LQL_20211130T110435.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_15_04__S2A_MSIL2A_20211129T152641_R025_T17LQL_20211130T110435.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_16_04__S2B_MSIL2A_20220202T152639_R025_T17LQL_20220217T194339.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_17_02__S2A_MSIL2A_20220329T152641_R025_T17LQL_20220330T050325.tif;1;;;;;
D:\dataset\v6\input\ROI_0113_17_04__S2A_MSIL2A_20220329T152641_R025_T17LQL_20220330T050325.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_01_03__S2A_MSIL2A_20181006T152641_R025_T17LQL_20201009T084312.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_02_03__S2A_MSIL2A_20190124T152641_R025_T17LQL_20201008T041314.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_03_03__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_03_04__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_04_03__S2B_MSIL2A_20191016T152639_R025_T17LQL_20201004T030608.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_05_03__S2A_MSIL2A_20200218T152631_R025_T17LQL_20200929T193258.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_05_04__S2A_MSIL2A_20200218T152631_R025_T17LQL_20200929T193258.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_06_01__S2B_MSIL2A_20200324T152639_R025_T17LQL_20201018T190627.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_06_03__S2B_MSIL2A_20200324T152639_R025_T17LQL_20201018T190627.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_06_04__S2B_MSIL2A_20200324T152639_R025_T17LQL_20201018T190627.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_07_01__S2A_MSIL2A_20200329T152641_R025_T17LQL_20201020T191624.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_07_03__S2A_MSIL2A_20200329T152641_R025_T17LQL_20201020T191624.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_07_04__S2A_MSIL2A_20200329T152641_R025_T17LQL_20201020T191624.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_08_01__S2A_MSIL2A_20210403T152641_R025_T17LQL_20210404T135846.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_08_03__S2A_MSIL2A_20210403T152641_R025_T17LQL_20210404T135846.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_08_04__S2A_MSIL2A_20210403T152641_R025_T17LQL_20210404T135846.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_10_03__S2B_MSIL2A_20211224T152639_R025_T17LQL_20211225T054206.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_10_04__S2B_MSIL2A_20211224T152639_R025_T17LQL_20211225T054206.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_11_04__S2B_MSIL2A_20220222T152639_R025_T17LQL_20220228T163958.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_12_04__S2B_MSIL2A_20220324T152639_R025_T17LQL_20220325T041635.tif;1;;;;;
D:\dataset\v6\input\ROI_0114_13_04__S2A_MSIL2A_20220329T152641_R025_T17LQL_20220330T050325.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_01_01__S2A_MSIL2A_20180208T152641_R025_T17LQL_20201013T201715.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_01_02__S2A_MSIL2A_20180208T152641_R025_T17LQL_20201013T201715.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_01_03__S2A_MSIL2A_20180208T152641_R025_T17LQL_20201013T201715.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_02_01__S2B_MSIL2A_20180603T152639_R025_T17LQL_20201026T143210.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_02_02__S2B_MSIL2A_20180603T152639_R025_T17LQL_20201026T143210.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_02_03__S2B_MSIL2A_20180603T152639_R025_T17LQL_20201026T143210.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_05_01__S2A_MSIL2A_20181115T152631_R025_T17LQL_20201008T184534.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_05_03__S2A_MSIL2A_20181115T152631_R025_T17LQL_20201008T184534.tif;0;;;;;
D:\dataset\v6\input\ROI_0115_08_03__S2A_MSIL2A_20190124T152641_R025_T17LQL_20201008T041314.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_09_01__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_09_03__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_10_01__S2B_MSIL2A_20190320T152639_R025_T17LQL_20201007T084617.tif;0;;;;;
D:\dataset\v6\input\ROI_0115_10_03__S2B_MSIL2A_20190320T152639_R025_T17LQL_20201007T084617.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_11_03__S2A_MSIL2A_20190404T152641_R025_T17LQL_20201006T220352.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_12_01__S2B_MSIL2A_20190807T152649_R025_T17LQL_20201004T214122.tif;0;;;;;
D:\dataset\v6\input\ROI_0115_15_01__S2A_MSIL2A_20200428T152641_R025_T17LQL_20200922T104832.tif;1;;;;;
